1 1.5 35 1.5 0 0 0
1 1.5 35 3 0 0 0
1 1.5 35 4.5 0 0 0
1 1.5 35 6 0 0 0
1 1.5 35 7.5 0 0 0
1 1.5 35 9 0 0 0
1 1.5 35 10.5 0 0 0
1 1.5 35 12 0 0 0
1 1.5 35 13.5 0 0 0
1 1.5 35 15 0 0 0
1 1.5 35 16.5 0 0 0
1 1.5 35 18 0 0 0
1 1.5 35 19.5 0 0 0
1 1.5 35 21 0 0 0
1 1.5 35 22.5 0 0 0
1 1.5 35 24 0 0 0
1 1.5 35 25.5 0 0 0
1 1.5 35 27 0 0 0
1 1.5 35 28.5 0 0 0
1 1.5 35 30 0 0 0
1 1.5 35 31.5 0 0 0
1 1.5 35 33 0 0 0
1 1.5 35 34.5 0 0 0
1 1.5 35 36 0 0 0
1 3 35 1.5 0 0 0
1 3 35 3 0 0 0
1 3 35 4.5 0 0 0
1 3 35 6 0 0 0
1 3 35 7.5 0 0 0
1 3 35 9 0 0 0
1 3 35 10.5 0 0 0
1 3 35 12 0 0 0
1 3 35 13.5 0 0 0
1 3 35 15 0 0 0
1 3 35 16.5 0 0 0
1 3 35 18 0 0 0
1 3 35 19.5 0 0 0
1 3 35 21 0 0 0
1 3 35 22.5 0 0 0
1 3 35 24 0 0 0
1 3 35 25.5 0 0 0
1 3 35 27 0 0 0
1 3 35 28.5 0 0 0
1 3 35 30 0 0 0
1 3 35 31.5 0 0 0
1 3 35 33 0 0 0
1 3 35 34.5 0 0 0
1 3 35 36 0 0 0
1 4.5 35 1.5 0 0 0
1 4.5 35 3 0 0 0
1 4.5 35 4.5 0 0 0
1 4.5 35 6 0 0 0
1 4.5 35 7.5 0 0 0
1 4.5 35 9 0 0 0
1 4.5 35 10.5 0 0 0
1 4.5 35 12 0 0 0
1 4.5 35 13.5 0 0 0
1 4.5 35 15 0 0 0
1 4.5 35 16.5 0 0 0
1 4.5 35 18 0 0 0
1 4.5 35 19.5 0 0 0
1 4.5 35 21 0 0 0
1 4.5 35 22.5 0 0 0
1 4.5 35 24 0 0 0
1 4.5 35 25.5 0 0 0
1 4.5 35 27 0 0 0
1 4.5 35 28.5 0 0 0
1 4.5 35 30 0 0 0
1 4.5 35 31.5 0 0 0
1 4.5 35 33 0 0 0
1 4.5 35 34.5 0 0 0
1 4.5 35 36 0 0 0
1 6 35 1.5 0 0 0
1 6 35 3 0 0 0
1 6 35 4.5 0 0 0
1 6 35 6 0 0 0
1 6 35 7.5 0 0 0
1 6 35 9 0 0 0
1 6 35 10.5 0 0 0
1 6 35 12 0 0 0
1 6 35 13.5 0 0 0
1 6 35 15 0 0 0
1 6 35 16.5 0 0 0
1 6 35 18 0 0 0
1 6 35 19.5 0 0 0
1 6 35 21 0 0 0
1 6 35 22.5 0 0 0
1 6 35 24 0 0 0
1 6 35 25.5 0 0 0
1 6 35 27 0 0 0
1 6 35 28.5 0 0 0
