12500
1 10 10 10 0 0 -6
1 10.5 10 10 0 0 -6
1 11 10 10 0 0 -6
1 11.5 10 10 0 0 -6
1 12 10 10 0 0 -6
1 12.5 10 10 0 0 -6
1 13 10 10 0 0 -6
1 13.5 10 10 0 0 -6
1 14 10 10 0 0 -6
1 14.5 10 10 0 0 -6
1 15 10 10 0 0 -6
1 15.5 10 10 0 0 -6
1 16 10 10 0 0 -6
1 16.5 10 10 0 0 -6
1 17 10 10 0 0 -6
1 17.5 10 10 0 0 -6
1 18 10 10 0 0 -6
1 18.5 10 10 0 0 -6
1 19 10 10 0 0 -6
1 19.5 10 10 0 0 -6
1 20 10 10 0 0 -6
1 20.5 10 10 0 0 -6
1 21 10 10 0 0 -6
1 21.5 10 10 0 0 -6
1 22 10 10 0 0 -6
1 22.5 10 10 0 0 -6
1 23 10 10 0 0 -6
1 23.5 10 10 0 0 -6
1 24 10 10 0 0 -6
1 24.5 10 10 0 0 -6
1 25 10 10 0 0 -6
1 25.5 10 10 0 0 -6
1 26 10 10 0 0 -6
1 26.5 10 10 0 0 -6
1 27 10 10 0 0 -6
1 27.5 10 10 0 0 -6
1 28 10 10 0 0 -6
1 28.5 10 10 0 0 -6
1 29 10 10 0 0 -6
1 29.5 10 10 0 0 -6
1 30 10 10 0 0 -6
1 30.5 10 10 0 0 -6
1 31 10 10 0 0 -6
1 31.5 10 10 0 0 -6
1 32 10 10 0 0 -6
1 32.5 10 10 0 0 -6
1 33 10 10 0 0 -6
1 33.5 10 10 0 0 -6
1 34 10 10 0 0 -6
1 34.5 10 10 0 0 -6
1 10 10.5 10 0 0 -6
1 10.5 10.5 10 0 0 -6
1 11 10.5 10 0 0 -6
1 11.5 10.5 10 0 0 -6
1 12 10.5 10 0 0 -6
1 12.5 10.5 10 0 0 -6
1 13 10.5 10 0 0 -6
1 13.5 10.5 10 0 0 -6
1 14 10.5 10 0 0 -6
1 14.5 10.5 10 0 0 -6
1 15 10.5 10 0 0 -6
1 15.5 10.5 10 0 0 -6
1 16 10.5 10 0 0 -6
1 16.5 10.5 10 0 0 -6
1 17 10.5 10 0 0 -6
1 17.5 10.5 10 0 0 -6
1 18 10.5 10 0 0 -6
1 18.5 10.5 10 0 0 -6
1 19 10.5 10 0 0 -6
1 19.5 10.5 10 0 0 -6
1 20 10.5 10 0 0 -6
1 20.5 10.5 10 0 0 -6
1 21 10.5 10 0 0 -6
1 21.5 10.5 10 0 0 -6
1 22 10.5 10 0 0 -6
1 22.5 10.5 10 0 0 -6
1 23 10.5 10 0 0 -6
1 23.5 10.5 10 0 0 -6
1 24 10.5 10 0 0 -6
1 24.5 10.5 10 0 0 -6
1 25 10.5 10 0 0 -6
1 25.5 10.5 10 0 0 -6
1 26 10.5 10 0 0 -6
1 26.5 10.5 10 0 0 -6
1 27 10.5 10 0 0 -6
1 27.5 10.5 10 0 0 -6
1 28 10.5 10 0 0 -6
1 28.5 10.5 10 0 0 -6
1 29 10.5 10 0 0 -6
1 29.5 10.5 10 0 0 -6
1 30 10.5 10 0 0 -6
1 30.5 10.5 10 0 0 -6
1 31 10.5 10 0 0 -6
1 31.5 10.5 10 0 0 -6
1 32 10.5 10 0 0 -6
1 32.5 10.5 10 0 0 -6
1 33 10.5 10 0 0 -6
1 33.5 10.5 10 0 0 -6
1 34 10.5 10 0 0 -6
1 34.5 10.5 10 0 0 -6
1 10 11 10 0 0 -6
1 10.5 11 10 0 0 -6
1 11 11 10 0 0 -6
1 11.5 11 10 0 0 -6
1 12 11 10 0 0 -6
1 12.5 11 10 0 0 -6
1 13 11 10 0 0 -6
1 13.5 11 10 0 0 -6
1 14 11 10 0 0 -6
1 14.5 11 10 0 0 -6
1 15 11 10 0 0 -6
1 15.5 11 10 0 0 -6
1 16 11 10 0 0 -6
1 16.5 11 10 0 0 -6
1 17 11 10 0 0 -6
1 17.5 11 10 0 0 -6
1 18 11 10 0 0 -6
1 18.5 11 10 0 0 -6
1 19 11 10 0 0 -6
1 19.5 11 10 0 0 -6
1 20 11 10 0 0 -6
1 20.5 11 10 0 0 -6
1 21 11 10 0 0 -6
1 21.5 11 10 0 0 -6
1 22 11 10 0 0 -6
1 22.5 11 10 0 0 -6
1 23 11 10 0 0 -6
1 23.5 11 10 0 0 -6
1 24 11 10 0 0 -6
1 24.5 11 10 0 0 -6
1 25 11 10 0 0 -6
1 25.5 11 10 0 0 -6
1 26 11 10 0 0 -6
1 26.5 11 10 0 0 -6
1 27 11 10 0 0 -6
1 27.5 11 10 0 0 -6
1 28 11 10 0 0 -6
1 28.5 11 10 0 0 -6
1 29 11 10 0 0 -6
1 29.5 11 10 0 0 -6
1 30 11 10 0 0 -6
1 30.5 11 10 0 0 -6
1 31 11 10 0 0 -6
1 31.5 11 10 0 0 -6
1 32 11 10 0 0 -6
1 32.5 11 10 0 0 -6
1 33 11 10 0 0 -6
1 33.5 11 10 0 0 -6
1 34 11 10 0 0 -6
1 34.5 11 10 0 0 -6
1 10 11.5 10 0 0 -6
1 10.5 11.5 10 0 0 -6
1 11 11.5 10 0 0 -6
1 11.5 11.5 10 0 0 -6
1 12 11.5 10 0 0 -6
1 12.5 11.5 10 0 0 -6
1 13 11.5 10 0 0 -6
1 13.5 11.5 10 0 0 -6
1 14 11.5 10 0 0 -6
1 14.5 11.5 10 0 0 -6
1 15 11.5 10 0 0 -6
1 15.5 11.5 10 0 0 -6
1 16 11.5 10 0 0 -6
1 16.5 11.5 10 0 0 -6
1 17 11.5 10 0 0 -6
1 17.5 11.5 10 0 0 -6
1 18 11.5 10 0 0 -6
1 18.5 11.5 10 0 0 -6
1 19 11.5 10 0 0 -6
1 19.5 11.5 10 0 0 -6
1 20 11.5 10 0 0 -6
1 20.5 11.5 10 0 0 -6
1 21 11.5 10 0 0 -6
1 21.5 11.5 10 0 0 -6
1 22 11.5 10 0 0 -6
1 22.5 11.5 10 0 0 -6
1 23 11.5 10 0 0 -6
1 23.5 11.5 10 0 0 -6
1 24 11.5 10 0 0 -6
1 24.5 11.5 10 0 0 -6
1 25 11.5 10 0 0 -6
1 25.5 11.5 10 0 0 -6
1 26 11.5 10 0 0 -6
1 26.5 11.5 10 0 0 -6
1 27 11.5 10 0 0 -6
1 27.5 11.5 10 0 0 -6
1 28 11.5 10 0 0 -6
1 28.5 11.5 10 0 0 -6
1 29 11.5 10 0 0 -6
1 29.5 11.5 10 0 0 -6
1 30 11.5 10 0 0 -6
1 30.5 11.5 10 0 0 -6
1 31 11.5 10 0 0 -6
1 31.5 11.5 10 0 0 -6
1 32 11.5 10 0 0 -6
1 32.5 11.5 10 0 0 -6
